seed;obj;alpha;beta;mu;sigmaT;sigmaD;x0
618464;4.579479820512539e-06;0.904977952652454;[0.14381033 0.07153156 0.10011191 0.12593135];[0.01004313 0.01593519 0.01053991 0.00713883];8.708271318331083e-11;6.834493982998669e-13;[0.90517005 0.07768695 0.0960826  0.14758324 0.13223159 0.01125541 0.01289708 0.01150453 0.01792472]
531451;4.2029819975451115e-06;0.8877065785000804;[0.14366814 0.07405061 0.09989934 0.12553328];[0.00989717 0.01579432 0.01005604 0.00697301];8.708271318331083e-11;6.834493982998669e-13;[0.72990455 0.11264368 0.1183015  0.18048165 0.18314613 0.00832266 0.00737811 0.01057459 0.00515742]
178924;4.306792748764339e-06;0.8901670003138147;[0.14428393 0.07491293 0.09982734 0.12486298];[0.01006782 0.01620366 0.01011947 0.00681583];8.708271318331083e-11;6.834493982998669e-13;[0.73537091 0.16032951 0.09286304 0.12660499 0.16160245 0.01097639 0.01402552 0.00815191 0.00603224]
273699;4.353266728095106e-06;0.92573182259104;[0.14647045 0.07002412 0.10196651 0.12904399];[0.01085244 0.01533024 0.01051184 0.00711708];8.708271318331083e-11;6.834493982998669e-13;[0.71340425 0.11623279 0.1542415  0.08193215 0.16837877 0.00727465 0.01947416 0.01041122 0.01879734]
551339;4.660507960356534e-06;0.8887923042509109;[0.14510329 0.07512924 0.09847266 0.12386382];[0.0099353  0.0156409  0.01017074 0.00699475];8.708271318331083e-11;6.834493982998669e-13;[0.74617962 0.08170275 0.09950544 0.1346196  0.15838099 0.01166132 0.00845676 0.01360444 0.01243335]
280610;4.21620147603957e-06;0.8949184872100058;[0.14385014 0.07385311 0.10155037 0.12658326];[0.00960902 0.01613843 0.01011757 0.00673974];8.708271318331083e-11;6.834493982998669e-13;[0.89907937 0.09331499 0.19057592 0.17647756 0.1811855  0.0123203 0.00512171 0.00829662 0.01788156]
52110;3.868621540987734e-06;0.890256743350432;[0.14457061 0.07420802 0.09819456 0.12459375];[0.0103408  0.01588202 0.01041601 0.00706287];8.708271318331083e-11;6.834493982998669e-13;[0.80396396 0.15340491 0.08126153 0.15857044 0.19643769 0.01596378 0.01823408 0.00959768 0.00852938]
560680;3.9882789903265335e-06;0.8993301418959316;[0.14389831 0.07272172 0.10027679 0.12584988];[0.00990532 0.01571931 0.01044479 0.00702356];8.708271318331083e-11;6.834493982998669e-13;[0.76008171 0.15291776 0.16548425 0.17856368 0.14305632 0.01168041 0.00514305 0.01977092 0.00835052]
552308;3.984899220745723e-06;0.8990984939500692;[0.14418347 0.07404063 0.10243076 0.12550956];[0.01010525 0.01615329 0.01010166 0.0070085 ];8.708271318331083e-11;6.834493982998669e-13;[0.73889892 0.09112858 0.18859709 0.07390809 0.13668136 0.00941343 0.00773393 0.00976021 0.01724257]
516355;4.416502622458169e-06;0.8903955039255165;[0.14414352 0.07449173 0.10097305 0.12463705];[0.00994891 0.01555388 0.00977642 0.006689  ];8.708271318331083e-11;6.834493982998669e-13;[0.82932371 0.10491505 0.05451097 0.17682986 0.0504242  0.01286515 0.00634746 0.00538256 0.01355748]
890181;3.82767799765131e-06;0.9126500033448839;[0.14385526 0.07054531 0.10253061 0.12887884];[0.01031545 0.01593079 0.01043434 0.00702342];8.708271318331083e-11;6.834493982998669e-13;[0.73548023 0.16421896 0.13121118 0.05518951 0.08432856 0.01899443 0.0143814  0.01996329 0.01146924]
404958;4.701997369379896e-06;0.8474956644506612;[0.1443835  0.0790667  0.09851393 0.12312844];[0.00934165 0.01565639 0.01008398 0.00696374];8.708271318331083e-11;6.834493982998669e-13;[0.76524876 0.15449004 0.0623899  0.09404519 0.10941147 0.00972919 0.01605248 0.01716955 0.01098821]
992742;4.002175643671654e-06;0.9085641913850329;[0.14457877 0.07146381 0.09951699 0.12580467];[0.00994441 0.01587088 0.01044436 0.00713548];8.708271318331083e-11;6.834493982998669e-13;[0.90995521 0.0820448  0.11122552 0.11138689 0.13460561 0.0052652 0.01963134 0.00848527 0.00937038]
844124;4.64951677331704e-06;0.9033274844151379;[0.14464941 0.07289731 0.10011015 0.12653608];[0.01031263 0.01603113 0.01035732 0.00713849];8.708271318331083e-11;6.834493982998669e-13;[0.93367252 0.15687717 0.07187758 0.13091572 0.10284822 0.0147847 0.01267916 0.00613989 0.00847979]
163671;4.342955820810107e-06;0.8979348855331395;[0.1453332  0.0737792  0.09914467 0.12384943];[0.01012556 0.01547789 0.01002824 0.00683745];8.708271318331083e-11;6.834493982998669e-13;[0.94370123 0.18873411 0.16653987 0.16392149 0.16842975 0.00903261 0.0150065  0.00850539 0.01495004]
532;4.142858250092944e-06;0.9134832324872861;[0.14498761 0.0711902  0.10126304 0.12827082];[0.01027183 0.01572897 0.0103083  0.0071464 ];8.708271318331083e-11;6.834493982998669e-13;[0.84109083 0.13759733 0.11676423 0.08167475 0.14075787 0.01533002 0.01778983 0.01151245 0.01955057]
650;4.7837007363303545e-06;0.898547077169902;[0.14307056 0.07272177 0.10198071 0.12624279];[0.01032608 0.01622721 0.01015228 0.00708307];8.708271318331083e-11;6.834493982998669e-13;[0.91663967 0.19636107 0.1172383  0.16595311 0.17191209 0.01696037 0.00875635 0.00722034 0.01470206]
538;4.446659871555921e-06;0.8996459685185431;[0.14561137 0.07387367 0.09854787 0.12391008];[0.01031087 0.01569212 0.00994623 0.00687111];8.708271318331083e-11;6.834493982998669e-13;[0.74212068 0.05201865 0.05710756 0.11920034 0.07975298 0.01778963 0.01784546 0.01867715 0.01393345]
234;4.4475022794482715e-06;0.904921246155299;[0.14471372 0.07242441 0.1006453  0.12637043];[0.01013756 0.01564683 0.00996244 0.00701149];8.708271318331083e-11;6.834493982998669e-13;[0.84821157 0.12389536 0.08939078 0.19563854 0.15038822 0.00784789 0.01494677 0.0064264  0.01933247]
577;4.331212519047137e-06;0.9021918919918153;[0.14342372 0.07184017 0.10086584 0.12631646];[0.01006582 0.01606872 0.01067547 0.00741322];8.708271318331083e-11;6.834493982998669e-13;[0.93273258 0.08708197 0.06788783 0.17089175 0.12977582 0.01736259 0.0103849  0.01008709 0.00784644]
371;4.610288441797683e-06;0.9065661951543438;[0.14371184 0.07159987 0.101337   0.12624338];[0.01013051 0.01600409 0.01038747 0.0071964 ];8.708271318331083e-11;6.834493982998669e-13;[0.89643628 0.09480457 0.19229313 0.11519116 0.12023598 0.00652823 0.01964922 0.00951428 0.01692266]
742;4.7084650593446555e-06;0.9280404790420828;[0.14659771 0.0697022  0.10297417 0.1312061 ];[0.01060235 0.01568969 0.01055358 0.00692011];8.708271318331083e-11;6.834493982998669e-13;[0.91100093 0.06583399 0.19408868 0.15945995 0.11464057 0.01520115 0.00678584 0.00810159 0.01726087]
365;4.515728052236934e-06;0.8877958194236619;[0.14415416 0.07460923 0.09870072 0.12410904];[0.01008458 0.01591997 0.01018029 0.00696683];8.708271318331083e-11;6.834493982998669e-13;[0.92497631 0.18931384 0.10869741 0.12874124 0.05898141 0.00960417 0.01792434 0.0056049  0.01588071]
197;4.547605251196259e-06;0.8769690513875766;[0.14332177 0.07532761 0.09988967 0.12432393];[0.00949899 0.01604508 0.01022413 0.00689985];8.708271318331083e-11;6.834493982998669e-13;[0.83683538 0.10311627 0.18007489 0.13818371 0.17626217 0.01238578 0.01422188 0.01629726 0.01004805]
875688;4.471847973922516e-06;0.896533773474848;[0.14489443 0.07422144 0.09987546 0.12392214];[0.00955212 0.01591251 0.0099385  0.00721259];8.708270697681476e-11;6.834494640739641e-13;[0.71538681 0.09467233 0.06091378 0.19583127 0.13763423 0.00817469 0.01528642 0.01782553 0.01875114]
100879;5.27654442271116e-06;0.9113269240799797;[0.14510955 0.07248592 0.10203953 0.12697589];[0.01038837 0.01561811 0.01051427 0.00722759];8.708270697681476e-11;6.834494640739641e-13;[0.82816675 0.10717859 0.14142783 0.07188952 0.19330813 0.01977568 0.0075694  0.00785567 0.01493894]
203245;4.832217100712054e-06;0.8993241129381019;[0.1435046  0.07192049 0.10059808 0.12636277];[0.00967583 0.01580103 0.01039909 0.00681708];8.708270697681476e-11;6.834494640739641e-13;[0.87050053 0.05287675 0.08758596 0.09109127 0.15743391 0.01150699 0.01758354 0.01612431 0.01837469]
620104;4.346955361483149e-06;0.8562201019153297;[0.14324173 0.07805729 0.1009364  0.12432007];[0.00913307 0.01618449 0.00989605 0.0070599 ];8.708270697681476e-11;6.834494640739641e-13;[0.72578084 0.16806843 0.08502744 0.05136455 0.16549574 0.00676173 0.00717308 0.00505693 0.00677441]
437782;3.6776411330137988e-06;0.8865090903813418;[0.14414372 0.07431679 0.09787782 0.12369599];[0.00960646 0.01580908 0.01041621 0.00715055];8.708270697681476e-11;6.834494640739641e-13;[0.87148507 0.05608267 0.12607798 0.12689905 0.05178392 0.01640588 0.00715239 0.0117504  0.00850898]
948523;4.439915961474213e-06;0.9055924952157799;[0.14603179 0.07402475 0.09952525 0.12547961];[0.01033205 0.015763   0.01029612 0.00692204];8.708270697681476e-11;6.834494640739641e-13;[0.72228368 0.05305719 0.09337853 0.16950319 0.13272628 0.01989927 0.0057075  0.01466374 0.00664896]
84434;4.6110764907902324e-06;0.8817331992281779;[0.14155883 0.07273019 0.10091838 0.12694632];[0.00906895 0.01586642 0.01064553 0.00720078];8.708270697681476e-11;6.834494640739641e-13;[0.80105102 0.12002109 0.14552549 0.16498532 0.17837138 0.01696634 0.01057396 0.00903979 0.01971868]
558155;4.4563667723063654e-06;0.9066255726661566;[0.14460302 0.07244679 0.10073551 0.12671228];[0.01015894 0.01582072 0.01005511 0.00701374];8.708270697681476e-11;6.834494640739641e-13;[0.83796172 0.16071125 0.05717121 0.06875277 0.18094704 0.01281345 0.01533178 0.00904519 0.00550281]
866664;4.334193994213754e-06;0.8611423452037363;[0.14291735 0.07705182 0.0996873  0.12467424];[0.00946989 0.0164236  0.01053101 0.00732887];8.708270697681476e-11;6.834494640739641e-13;[0.74480976 0.17832059 0.0664274  0.17669451 0.08620617 0.01899763 0.01330619 0.01898763 0.01139745]
961799;4.38526063434071e-06;0.9042570966867031;[0.14500165 0.07370837 0.10089058 0.12509805];[0.0104483  0.01603836 0.01018185 0.00688886];8.708270697681476e-11;6.834494640739641e-13;[0.70545602 0.15358751 0.08114635 0.17484873 0.09308211 0.01247199 0.0094808  0.01209135 0.00610312]
53922;4.078930291741165e-06;0.9145931722765345;[0.14650446 0.07314645 0.1013128  0.12638752];[0.01047799 0.01560919 0.00976425 0.00693247];8.708270697681476e-11;6.834494640739641e-13;[0.77157569 0.19955166 0.11074598 0.0665701  0.08879915 0.01304288 0.01252281 0.01378378 0.01733587]
557489;4.988509539516386e-06;0.9037549683460863;[0.14337021 0.07246248 0.10312583 0.12771403];[0.00998951 0.01620376 0.01029051 0.00688937];8.708270697681476e-11;6.834494640739641e-13;[0.90988187 0.06346616 0.19296193 0.18801809 0.12458412 0.01673145 0.01406866 0.01939113 0.01514568]
252511;4.845517716479118e-06;0.909154885806317;[0.14484076 0.07129089 0.0985579  0.12564127];[0.01031714 0.01577962 0.0105512  0.00728843];8.708270697681476e-11;6.834494640739641e-13;[0.80379291 0.08229061 0.08811992 0.09919902 0.14708477 0.01379704 0.01174107 0.01804574 0.00764671]
567883;3.964062046157092e-06;0.8940465809168622;[0.1443251  0.07382644 0.09951019 0.12494721];[0.01017405 0.01572536 0.00993194 0.00710498];8.708270697681476e-11;6.834494640739641e-13;[0.82604832 0.09804804 0.10430318 0.0740836  0.12002496 0.01227993 0.01073385 0.01926216 0.01704137]
559829;4.343593416561295e-06;0.9176248560684633;[0.14707724 0.07307853 0.10094457 0.12488146];[0.01081807 0.01564621 0.00985767 0.00713254];8.708270697681476e-11;6.834494640739641e-13;[0.92127736 0.08270737 0.09233296 0.12541523 0.09704229 0.00699215 0.01468788 0.01441153 0.00745341]
332847;4.284508186683295e-06;0.9304880241774136;[0.14897338 0.07143271 0.10055344 0.12843091];[0.0112714  0.01555243 0.01047889 0.00727685];8.708270697681476e-11;6.834494640739641e-13;[0.73004862 0.13593088 0.16212242 0.08376904 0.14017496 0.01763828 0.01020683 0.00531877 0.01062142]
404287;4.733299988037621e-06;0.8350579278855835;[0.14460799 0.08140514 0.10072123 0.12414237];[0.00920435 0.01617362 0.00951936 0.00684081];8.708270697681476e-11;6.834494640739641e-13;[0.78664418 0.10245774 0.10087252 0.07305507 0.1828397  0.00559805 0.01851681 0.01389427 0.00962762]
109661;4.252453994877089e-06;0.9214523734964285;[0.14552507 0.07043379 0.10244561 0.12865934];[0.0101238  0.01567529 0.01065886 0.00711274];8.708270697681476e-11;6.834494640739641e-13;[0.92018947 0.11988118 0.17016319 0.15310966 0.09408171 0.00821042 0.0065117  0.01653606 0.01057254]
109084;4.707155350895217e-06;0.9031737648591118;[0.14482288 0.07231197 0.09819762 0.12451738];[0.01028041 0.01597757 0.0103453  0.007269  ];8.708270697681476e-11;6.834494640739641e-13;[0.92203221 0.15193145 0.1756657  0.13261038 0.19322634 0.00773082 0.00594689 0.00522266 0.01120193]
56268;4.401914576386072e-06;0.8852459056724025;[0.14359896 0.07433977 0.10018685 0.12538696];[0.00987271 0.01568689 0.01044123 0.0071283 ];8.708270697681476e-11;6.834494640739641e-13;[0.88875624 0.11538236 0.12081081 0.14377511 0.18142487 0.00726171 0.01307758 0.01476012 0.01947673]
72860;4.434621111854549e-06;0.8806834278498198;[0.14335461 0.0752031  0.09991232 0.12360147];[0.00988959 0.01649801 0.01005188 0.00718162];8.708270697681476e-11;6.834494640739641e-13;[0.71905203 0.0714997  0.16710265 0.08766956 0.1385164  0.00761562 0.00845372 0.01297662 0.01252723]
81075;4.120008250644616e-06;0.8751522519056013;[0.14232649 0.0748368  0.10079684 0.12508145];[0.00942001 0.01616688 0.01032286 0.00719253];8.708270697681476e-11;6.834494640739641e-13;[0.94628035 0.08633587 0.13409662 0.19948109 0.11282685 0.01608026 0.0057659  0.01952617 0.01709133]
147331;3.975387740049828e-06;0.8826849562015546;[0.14378992 0.07465802 0.09866906 0.12395948];[0.00999281 0.01599009 0.01032347 0.00723055];8.708270697681476e-11;6.834494640739641e-13;[0.94919058 0.05487708 0.09678345 0.08878254 0.1438742  0.01204989 0.01246155 0.01323154 0.01372869]
18707;3.83822084210619e-06;0.9023636414759074;[0.14289567 0.07204172 0.10270554 0.12743257];[0.0098213  0.01617398 0.01035939 0.00692491];8.708270697681476e-11;6.834494640739641e-13;[0.90041092 0.08343826 0.07347072 0.14916273 0.16980832 0.0162426 0.010775   0.01416832 0.0055011 ]
61478;4.639523033230693e-06;0.9206557721784882;[0.14456884 0.06910844 0.10164417 0.12884505];[0.01049784 0.01570151 0.01065332 0.00717513];8.708270697681476e-11;6.834494640739641e-13;[0.71725357 0.14988169 0.10304228 0.10785678 0.16536018 0.01311565 0.00600888 0.00597426 0.01712081]
100423;4.365225267329238e-06;0.9092364396396901;[0.14515142 0.07201274 0.09993989 0.12659541];[0.01021796 0.0157698  0.0104131  0.00695207];8.708270697681476e-11;6.834494640739641e-13;[0.80514224 0.07737313 0.05991995 0.09508862 0.16271361 0.0112659 0.01460023 0.00593507 0.01762952]
64759;4.061007953906677e-06;0.9066731856724615;[0.14389627 0.07151913 0.10133517 0.12699422];[0.00994297 0.01589725 0.01048867 0.00706158];8.708270697681476e-11;6.834494640739641e-13;[0.70422301 0.12182277 0.09926501 0.10444858 0.1834518  0.00755577 0.01925766 0.01836079 0.01831222]
138544;4.7450091606299304e-06;0.881937286938003;[0.14320069 0.07486821 0.10025886 0.12499699];[0.00971387 0.01597485 0.01040874 0.00717449];8.708270697681476e-11;6.834494640739641e-13;[0.94904078 0.15379687 0.10376105 0.11934875 0.14358387 0.00892883 0.00684788 0.01684771 0.01321786]
93189;4.763567553773985e-06;0.9032236643117514;[0.14598761 0.07400684 0.09867126 0.12421626];[0.01051837 0.015657   0.01002154 0.00707462];8.708270697681476e-11;6.834494640739641e-13;[0.71528361 0.07767975 0.12958441 0.11057812 0.05826028 0.01495822 0.01202231 0.01663177 0.00655584]
71228;3.929986761527736e-06;0.9159880063406174;[0.1449083  0.07100241 0.10236089 0.12819191];[0.0102993  0.01589121 0.00986652 0.00676791];8.708270697681476e-11;6.834494640739641e-13;[0.8125307  0.17914823 0.10472039 0.19365741 0.09852486 0.01749774 0.0110706  0.00749801 0.01746654]
79809;4.602306903013693e-06;0.9144956680813153;[0.14360581 0.06954241 0.10208283 0.12865557];[0.01010133 0.01583291 0.01055421 0.00708393];8.708270697681476e-11;6.834494640739641e-13;[0.9112622  0.11063237 0.14614589 0.12547503 0.09993946 0.00589666 0.0114851  0.01711921 0.01784694]
35322;4.595170532530993e-06;0.9112976973528483;[0.14548938 0.07258479 0.10088195 0.12719382];[0.01049841 0.01560413 0.01037996 0.0069361 ];8.708270697681476e-11;6.834494640739641e-13;[0.92923876 0.16812723 0.08201252 0.09382639 0.19263639 0.01782337 0.01734837 0.00983502 0.01037543]
106509;4.580303345495154e-06;0.8946063659286326;[0.14472626 0.07416042 0.09883827 0.12319713];[0.01000548 0.01610137 0.01018059 0.00729951];8.708270697681476e-11;6.834494640739641e-13;[0.82463609 0.19271008 0.14013519 0.16244105 0.18280285 0.01181688 0.0119092  0.01639207 0.00992409]
100540;4.586551960539348e-06;0.8768736123241709;[0.14299648 0.07483566 0.09939891 0.12533016];[0.00989071 0.01600579 0.01016461 0.00690353];8.708270697681476e-11;6.834494640739641e-13;[0.94746215 0.1449522  0.15013516 0.07058741 0.17887473 0.01582858 0.01331593 0.01002351 0.00825725]
87592;4.3966501196914065e-06;0.9054237979388585;[0.1446833  0.07206253 0.10026421 0.12609837];[0.00968424 0.0155769  0.01017653 0.00697422];8.708270697681476e-11;6.834494640739641e-13;[0.70650925 0.17225537 0.14642181 0.10868386 0.17391838 0.01033159 0.01771349 0.0182949  0.01647568]
91990;4.900604389043671e-06;0.845010134860725;[0.14416049 0.08036202 0.10121535 0.12405152];[0.00932753 0.01620168 0.00979259 0.00666676];8.708270697681476e-11;6.834494640739641e-13;[0.77366239 0.09819863 0.0681434  0.105049   0.1133372  0.01737099 0.01653213 0.01675366 0.01021194]
26236;4.444266998305994e-06;0.9115247646292498;[0.14409795 0.07033692 0.10108419 0.12706874];[0.00999086 0.01576472 0.01071893 0.00721328];8.708270697681476e-11;6.834494640739641e-13;[0.90667473 0.16455881 0.08177966 0.19638337 0.06725362 0.01139043 0.0139605  0.01417496 0.01995039]
59415;3.5667995519946014e-06;0.8971133059761831;[0.14261408 0.07167578 0.10113493 0.12622842];[0.00958325 0.01592161 0.01053556 0.00708689];8.708270697681476e-11;6.834494640739641e-13;[0.71034769 0.0625475  0.05213081 0.10873351 0.16034747 0.01544088 0.01457877 0.00821575 0.00565744]
126400;4.5714954156326415e-06;0.9129513349987755;[0.14557662 0.0711113  0.0978764  0.12559982];[0.0098384  0.0159733  0.01070176 0.00740312];8.708270697681476e-11;6.834494640739641e-13;[0.89854065 0.11165571 0.17404803 0.12903813 0.07768385 0.00887857 0.00795898 0.01666049 0.01878017]
110209;4.7830863923791105e-06;0.9062728820750874;[0.14521209 0.07266888 0.09999687 0.12606563];[0.01023975 0.01590171 0.00999504 0.00684871];8.708270697681476e-11;6.834494640739641e-13;[0.76410316 0.16543382 0.13960163 0.13259304 0.07702699 0.01982681 0.01279646 0.00598994 0.00710952]
106314;5.591844109591136e-06;0.9007504236675578;[0.14563126 0.07518588 0.10084542 0.12554191];[0.01064313 0.01587274 0.00977349 0.00676091];8.708270697681476e-11;6.834494640739641e-13;[0.93377042 0.05100469 0.06972847 0.07609903 0.1432413  0.0154063 0.00656517 0.00743448 0.00832497]
29095;4.02503302209528e-06;0.8901831363289138;[0.14330111 0.07326405 0.09919902 0.12470356];[0.01012935 0.01595264 0.01048585 0.00730808];8.708270697681476e-11;6.834494640739641e-13;[0.77794881 0.18563345 0.14484133 0.14760732 0.13208504 0.01942112 0.00639969 0.0106301  0.01093559]
84445;4.146038640130376e-06;0.9041821685287061;[0.14305296 0.07118344 0.10168339 0.12781701];[0.00994189 0.01606823 0.0103779  0.00710677];8.708270697681476e-11;6.834494640739641e-13;[0.92674852 0.07807012 0.16149502 0.15257029 0.1244641  0.01749649 0.00722672 0.01024396 0.01353345]
98897;4.243777662289795e-06;0.9303966669526393;[0.14591321 0.0699061  0.10589647 0.13250217];[0.01040334 0.01618361 0.01055202 0.00694434];8.708270697681476e-11;6.834494640739641e-13;[0.85458653 0.11352941 0.10573675 0.07374154 0.15476008 0.00651 0.00817633 0.01174466 0.0106551 ]
78988;4.20526682303728e-06;0.9253078906713226;[0.14595867 0.07004168 0.10334466 0.13019055];[0.01039731 0.01562082 0.01016182 0.00699877];8.708270697681476e-11;6.834494640739641e-13;[0.94445205 0.19516722 0.08153439 0.07910851 0.05760676 0.00732072 0.01572096 0.01082414 0.00625313]
122786;4.333481409169601e-06;0.9332342244543472;[0.14658874 0.06934267 0.10487851 0.13261278];[0.0110812  0.01571466 0.01081905 0.00706597];8.708270697681476e-11;6.834494640739641e-13;[0.81793344 0.17539771 0.18328399 0.06051838 0.17097552 0.01221199 0.00755389 0.01742935 0.01662001]
84475;4.519295887789306e-06;0.8977865214611112;[0.14400259 0.07351533 0.10058323 0.12589569];[0.01029222 0.01598443 0.00993875 0.00673071];8.708270697681476e-11;6.834494640739641e-13;[0.84838767 0.09964162 0.19306528 0.08627166 0.19993694 0.00591792 0.00916401 0.00715667 0.01477244]
24098;4.704266637389917e-06;0.9284152729301546;[0.1472581  0.07030563 0.10206381 0.13027244];[0.01063846 0.01551038 0.01028935 0.00684637];8.708270697681476e-11;6.834494640739641e-13;[0.86925889 0.13143979 0.06994621 0.19936193 0.12473583 0.01132125 0.0158065  0.01141789 0.00837349]
148185;4.522128876125524e-06;0.8754880293432487;[0.14413487 0.07589557 0.09810414 0.12386607];[0.00977787 0.01594103 0.01008864 0.00701932];8.708270697681476e-11;6.834494640739641e-13;[0.88037272 0.08631005 0.06845976 0.05906391 0.17651811 0.00872691 0.01792354 0.00632047 0.00988362]
82371;4.365608194047666e-06;0.8901421281459535;[0.14305986 0.07402753 0.10174563 0.12600316];[0.00991304 0.01615276 0.01020846 0.00698124];8.708270697681476e-11;6.834494640739641e-13;[0.84251589 0.11745929 0.07546739 0.1371669  0.17514535 0.01837341 0.00579639 0.01759783 0.00963329]
48980;5.218073715321199e-06;0.9188641204724209;[0.14613785 0.07155708 0.10181964 0.12794874];[0.0111036  0.01552502 0.01028937 0.00712322];8.708270697681476e-11;6.834494640739641e-13;[0.80749775 0.11231007 0.09920041 0.13228084 0.1287777  0.01080674 0.00953727 0.00678356 0.01323558]
80724;4.574107606646074e-06;0.9061130875912082;[0.14350236 0.07064241 0.10066772 0.12705588];[0.010267   0.01552212 0.01077025 0.00735187];8.708270697681476e-11;6.834494640739641e-13;[0.89700448 0.143142   0.11669447 0.0541423  0.18150574 0.01421495 0.01611008 0.01234953 0.00746449]
453;4.244045549436857e-06;0.8749182412334128;[0.14300084 0.07572435 0.10085845 0.12464327];[0.0093041  0.01623273 0.01013396 0.00703694];8.708270697681476e-11;6.834494640739641e-13;[0.70511735 0.07694317 0.10517883 0.16045542 0.19135433 0.01512282 0.00755895 0.00760418 0.01815391]
148584;4.711124141646595e-06;0.8982088580553658;[0.14398351 0.07325575 0.10095926 0.12577214];[0.01017619 0.0156873  0.01037097 0.00695908];8.708270697681476e-11;6.834494640739641e-13;[0.91201671 0.12417969 0.15049925 0.16033843 0.07940365 0.01946269 0.01159132 0.01402367 0.01188502]
121047;3.7373323075137456e-06;0.9073870792039423;[0.14565242 0.07303836 0.09957999 0.12470282];[0.01048689 0.01573601 0.01036133 0.00723167];8.708270697681476e-11;6.834494640739641e-13;[0.90419856 0.05200346 0.059134   0.05041898 0.14945255 0.00894003 0.01648789 0.01218512 0.01987192]
83628;3.928351966642354e-06;0.8919005847703678;[0.14402517 0.07377218 0.0988886  0.12349349];[0.01002659 0.01592203 0.01068279 0.00738075];8.708270697681476e-11;6.834494640739641e-13;[0.8888519  0.18119839 0.18557927 0.0937232  0.18817159 0.01339285 0.01685531 0.01579456 0.00528469]
123785;4.695956331013243e-06;0.8876593713739633;[0.14511892 0.07472606 0.09739089 0.12369637];[0.01003885 0.01550965 0.01008071 0.00717409];8.708270697681476e-11;6.834494640739641e-13;[0.78855039 0.09683164 0.0615603  0.09291905 0.12641381 0.01446968 0.01769009 0.01471114 0.01350751]
130104;4.685104250217564e-06;0.9158220400166412;[0.14418888 0.07014719 0.10248777 0.12896582];[0.01014584 0.01598677 0.0105056  0.00709525];8.708270697681476e-11;6.834494640739641e-13;[0.92166126 0.17151559 0.12861653 0.19736483 0.13863029 0.00967755 0.01313697 0.01071809 0.00547025]
84275;3.932076219410599e-06;0.8942300237926789;[0.14189715 0.0725716  0.10184587 0.12642201];[0.00999078 0.01651845 0.01076362 0.00710414];8.708270697681476e-11;6.834494640739641e-13;[0.79922076 0.13808579 0.15582485 0.19582174 0.14173238 0.01739788 0.01898671 0.00650854 0.01032843]
23417;4.331752288579714e-06;0.9172118303853987;[0.14481874 0.07023705 0.10227999 0.12857064];[0.01051528 0.01535022 0.01042467 0.00737993];8.708270697681476e-11;6.834494640739641e-13;[0.79294416 0.10851981 0.19936437 0.14977658 0.1117244  0.01675761 0.01338006 0.01617641 0.01610562]
54595;3.983074602660494e-06;0.8792055004967826;[0.14300609 0.07466457 0.1000175  0.12503822];[0.00933335 0.01598013 0.01026189 0.00702086];8.708270697681476e-11;6.834494640739641e-13;[0.87614596 0.19976418 0.18190845 0.16783734 0.16508689 0.00514593 0.01843501 0.01951262 0.01711262]
103476;4.4330550207175765e-06;0.8941205151089243;[0.14351228 0.07348604 0.10017551 0.12563222];[0.01013874 0.01618284 0.01036299 0.00698429];8.708270697681476e-11;6.834494640739641e-13;[0.70060527 0.14034359 0.15709967 0.17588691 0.13585989 0.01839012 0.01747148 0.01712717 0.01717497]
62977;4.056324574899709e-06;0.8847429780079522;[0.14422296 0.07534953 0.09881694 0.12372142];[0.00985468 0.01622241 0.0101706  0.00694965];8.708270697681476e-11;6.834494640739641e-13;[0.73927579 0.13580318 0.1840264  0.12131157 0.12531088 0.0081741 0.01083299 0.01436447 0.0161371 ]
141951;4.499860091259382e-06;0.8830325275875874;[0.14255564 0.07381897 0.09966203 0.12501875];[0.00959503 0.016301   0.01066803 0.0072788 ];8.708270697681476e-11;6.834494640739641e-13;[0.78692526 0.09858809 0.0595214  0.14341167 0.13295803 0.01139818 0.01021167 0.01257507 0.01047131]
81736;4.201766948221892e-06;0.9224177689926528;[0.1489559  0.07300655 0.09778643 0.12615941];[0.011246   0.01572527 0.01027584 0.00714619];8.708270697681476e-11;6.834494640739641e-13;[0.74188232 0.09191524 0.11776937 0.05597413 0.05453508 0.00778509 0.0081523  0.00609436 0.0095936 ]
40171;4.505188482831812e-06;0.8987139042644647;[0.14348419 0.07351188 0.10284829 0.12674966];[0.00984526 0.01621925 0.00986968 0.00692803];8.708270697681476e-11;6.834494640739641e-13;[0.90428646 0.14335445 0.06999194 0.11364655 0.196662   0.01691574 0.01745541 0.00839764 0.01794049]
48968;4.395375662642246e-06;0.9167283425669835;[0.14487996 0.06993532 0.10083183 0.12867271];[0.01029613 0.01538825 0.01075118 0.00696682];8.708270697681476e-11;6.834494640739641e-13;[0.7090013  0.12971501 0.10988214 0.07247291 0.12899731 0.01055836 0.0196063  0.01218672 0.01016796]
130020;4.552933413555891e-06;0.8550504293795853;[0.14509749 0.08017527 0.09965361 0.12207025];[0.0095834  0.01646013 0.0097544  0.00704461];8.708270697681476e-11;6.834494640739641e-13;[0.81196006 0.08903616 0.15168701 0.09254255 0.10433113 0.01917989 0.01742825 0.00794214 0.0072781 ]
